Result1, Result2,   Result3,   Result
29.00,         3297.00,         1506.00,         3
71.00,         1917.00,         958.00,         3
3.00,         2514.00,         1746.00,         3
15.00,         1064.00,         1952.00,         3
51.00,         1727.00,         1476.00,         3
4.00,         3578.00,         1654.00,         3
79.00,         3400.00,         1907.00,         3
73.00,         3689.00,         692.00,         3
71.00,         2043.00,         1048.00,         3
41.00,         3960.00,         666.00,         3
64.00,         1581.00,         1180.00,         3
51.00,         2963.00,         1508.00,         3
47.00,         893.00,         715.00,         3
36.00,         1220.00,         1287.00,         3
2.00,         3817.00,         504.00,         3
4.00,         3826.00,         1049.00,         3
75.00,         1188.00,         1805.00,         3
77.00,         3847.00,         1570.00,         3
60.00,         1888.00,         972.00,         3
5.00,         2939.00,         738.00,         3
2.00,         2768.00,         1301.00,         3
65.00,         576.00,         1696.00,         2
34.00,         2835.00,         587.00,         3
23.00,         3779.00,         1611.00,         3
5.00,         2125.00,         1179.00,         3
36.00,         3202.00,         1015.00,         3
72.00,         1450.00,         1474.00,         3
13.00,         2155.00,         1391.00,         3
59.00,         3216.00,         1529.00,         3
17.00,         3613.00,         1265.00,         3
44.00,         1075.00,         828.00,         3
62.00,         1462.00,         1312.00,         3
27.00,         2402.00,         1518.00,         3
34.00,         2759.00,         1113.00,         3
48.00,         1088.00,         1262.00,         3
25.00,         2954.00,         1891.00,         3
66.00,         1114.00,         1816.00,         3
11.00,         2736.00,         772.00,         3
44.00,         1244.00,         1691.00,         3
33.00,         1542.00,         524.00,         3
9.00,         2790.00,         922.00,         3
56.00,         913.00,         1876.00,         2
50.00,         3679.00,         833.00,         3
67.00,         3694.00,         1759.00,         3
53.00,         3478.00,         1331.00,         3
49.00,         1012.00,         1347.00,         3
65.00,         3093.00,         534.00,         3
39.00,         1530.00,         1285.00,         3
71.00,         2012.00,         1355.00,         3
27.00,         987.00,         1544.00,         2
1.00,         2660.00,         1682.00,         2
20.00,         1583.00,         1078.00,         2
39.00,         2205.00,         527.00,         3
61.00,         626.00,         742.00,         3
24.00,         2862.00,         736.00,         3
31.00,         1484.00,         1241.00,         3
16.00,         2605.00,         1934.00,         3
71.00,         1290.00,         639.00,         3
69.00,         2680.00,         948.00,         3
65.00,         2961.00,         1897.00,         3
48.00,         940.00,         1620.00,         2
30.00,         3205.00,         1025.00,         2
36.00,         3790.00,         1979.00,         2
68.00,         2868.00,         683.00,         3
72.00,         2520.00,         871.00,         3
13.00,         1494.00,         1903.00,         3
68.00,         590.00,         1880.00,         2
7.00,         610.00,         1877.00,         2
76.00,         1683.00,         1114.00,         2
75.00,         2492.00,         628.00,         3
68.00,         2170.00,         919.00,         3
63.00,         2845.00,         892.00,         3
15.00,         621.00,         597.00,         3
20.00,         3207.00,         781.00,         3
62.00,         3007.00,         1567.00,         3
55.00,         1572.00,         1304.00,         3
68.00,         2509.00,         1740.00,         3
12.00,         3014.00,         779.00,         3
56.00,         2395.00,         827.00,         3
8.00,         808.00,         1245.00,         2
71.00,         1662.00,         1715.00,         2
37.00,         636.00,         1630.00,         2
61.00,         2505.00,         956.00,         3
64.00,         3002.00,         807.00,         3
34.00,         1355.00,         701.00,         3
48.00,         2183.00,         1345.00,         3
35.00,         2610.00,         1404.00,         3
53.00,         860.00,         1006.00,         2
66.00,         1861.00,         935.00,         2
51.00,         2207.00,         625.00,         3
45.00,         2062.00,         551.00,         3
28.00,         3977.00,         1985.00,         3
71.00,         2503.00,         1007.00,         3
45.00,         3413.00,         673.00,         3
10.00,         941.00,         945.00,         3
23.00,         1910.00,         747.00,         3
60.00,         1033.00,         810.00,         3
55.00,         2190.00,         1421.00,         3
62.00,         1343.00,         1725.00,         3
68.00,         1096.00,         628.00,         3
9.00,         3177.00,         1419.00,         3
56.00,         1819.00,         699.00,         3
76.00,         1443.00,         1105.00,         3
75.00,         2129.00,         1915.00,         3
19.00,         3280.00,         651.00,         3
59.00,         1094.00,         731.00,         3
36.00,         2044.00,         1077.00,         3
53.00,         3130.00,         1810.00,         3
0.00,         783.00,         1758.00,         2
1.00,         2645.00,         1076.00,         2
67.00,         3467.00,         807.00,         3
13.00,         983.00,         1151.00,         2
49.00,         1934.00,         947.00,         2
31.00,         2222.00,         1868.00,         2
9.00,         3098.00,         1376.00,         2
55.00,         1533.00,         1762.00,         2
69.00,         3829.00,         932.00,         3
16.00,         3507.00,         1904.00,         3
48.00,         3916.00,         1685.00,         3
35.00,         2575.00,         1907.00,         3
45.00,         2619.00,         837.00,         3
70.00,         686.00,         820.00,         3
23.00,         3233.00,         1342.00,         3
35.00,         3151.00,         1094.00,         3
54.00,         1073.00,         991.00,         3
54.00,         2036.00,         1428.00,         3
70.00,         2130.00,         1434.00,         3
38.00,         1853.00,         838.00,         3
35.00,         3403.00,         1587.00,         3
59.00,         1739.00,         1275.00,         3
8.00,         674.00,         1960.00,         2
37.00,         746.00,         1786.00,         2
35.00,         1877.00,         571.00,         2
71.00,         1729.00,         1319.00,         2
17.00,         2493.00,         1304.00,         2
54.00,         1747.00,         841.00,         2
10.00,         1814.00,         1419.00,         2
63.00,         1601.00,         1139.00,         2
46.00,         3785.00,         1237.00,         2
7.00,         604.00,         867.00,         2
32.00,         1901.00,         1622.00,         2
32.00,         2391.00,         1801.00,         2
68.00,         862.00,         963.00,         2
29.00,         1414.00,         1217.00,         2
19.00,         1313.00,         1953.00,         2
58.00,         3285.00,         1130.00,         2
41.00,         3637.00,         1583.00,         2
33.00,         3074.00,         1381.00,         2
24.00,         1521.00,         759.00,         2
70.00,         3452.00,         1134.00,         2
45.00,         2753.00,         1162.00,         2
20.00,         2930.00,         1150.00,         2
20.00,         771.00,         1867.00,         2
34.00,         3641.00,         576.00,         3
72.00,         2277.00,         1677.00,         3
17.00,         3794.00,         1415.00,         3
55.00,         2056.00,         520.00,         3
5.00,         738.00,         1235.00,         2
25.00,         3980.00,         699.00,         3
61.00,         2971.00,         1058.00,         3
54.00,         3485.00,         814.00,         3
27.00,         3637.00,         1147.00,         3
62.00,         675.00,         1590.00,         2
5.00,         1163.00,         649.00,         2
75.00,         3173.00,         767.00,         3
73.00,         1031.00,         1002.00,         3
5.00,         824.00,         1716.00,         2
60.00,         1830.00,         1369.00,         2
21.00,         2236.00,         972.00,         3
1.00,         3706.00,         1259.00,         3
9.00,         3609.00,         1374.00,         3
45.00,         2429.00,         799.00,         3
29.00,         856.00,         1090.00,         2
51.00,         1851.00,         1827.00,         2
6.00,         3731.00,         1999.00,         2
35.00,         3083.00,         808.00,         3
1.00,         3296.00,         822.00,         3
0.00,         1505.00,         1381.00,         3
62.00,         602.00,         1386.00,         2
76.00,         2681.00,         1167.00,         2
4.00,         3086.00,         1910.00,         2
60.00,         3045.00,         1066.00,         2
10.00,         763.00,         962.00,         2
31.00,         647.00,         1153.00,         2
53.00,         3998.00,         1907.00,         2
9.00,         689.00,         1254.00,         2
55.00,         1719.00,         727.00,         2
76.00,         2353.00,         554.00,         3
21.00,         3537.00,         946.00,         3
42.00,         3241.00,         1334.00,         3
55.00,         2493.00,         1232.00,         3
0.00,         2036.00,         1545.00,         3
8.00,         1894.00,         1498.00,         3
76.00,         2308.00,         1000.00,         3
57.00,         902.00,         1228.00,         2
44.00,         799.00,         629.00,         2
67.00,         3220.00,         1033.00,         2
15.00,         2140.00,         878.00,         3
55.00,         944.00,         1290.00,         2
11.00,         2438.00,         796.00,         3
3.00,         3457.00,         1895.00,         3
42.00,         975.00,         1225.00,         2
63.00,         3124.00,         771.00,         3
0.00,         1694.00,         1271.00,         3
71.00,         781.00,         1528.00,         2
47.00,         1497.00,         1799.00,         2
70.00,         1032.00,         1166.00,         2
61.00,         3984.00,         533.00,         3
54.00,         1969.00,         1856.00,         3
17.00,         3421.00,         1760.00,         3
31.00,         3354.00,         872.00,         3
19.00,         1472.00,         1431.00,         3
32.00,         1552.00,         1221.00,         3
71.00,         2382.00,         824.00,         3
54.00,         1717.00,         1589.00,         3
63.00,         2560.00,         702.00,         3
17.00,         1304.00,         1450.00,         3
71.00,         1034.00,         824.00,         3
65.00,         3547.00,         990.00,         3
42.00,         1847.00,         1768.00,         3
22.00,         3706.00,         902.00,         3
77.00,         1235.00,         705.00,         3
41.00,         2821.00,         1224.00,         3
32.00,         3293.00,         1694.00,         3
20.00,         1938.00,         1711.00,         3
47.00,         3137.00,         1328.00,         3
41.00,         1810.00,         1210.00,         3
40.00,         2106.00,         1112.00,         3
69.00,         3658.00,         1326.00,         3
36.00,         849.00,         1058.00,         2
68.00,         1803.00,         1978.00,         2
28.00,         3624.00,         1408.00,         2
55.00,         2078.00,         1635.00,         2
40.00,         3215.00,         1862.00,         2
11.00,         2575.00,         1364.00,         2
6.00,         1379.00,         1995.00,         2
75.00,         1317.00,         1998.00,         2
42.00,         1415.00,         1457.00,         2
5.00,         3677.00,         930.00,         3
77.00,         3533.00,         645.00,         3
66.00,         2051.00,         783.00,         3
54.00,         2409.00,         1192.00,         3
76.00,         1356.00,         1147.00,         3
74.00,         1410.00,         846.00,         3
18.00,         3617.00,         1286.00,         3
45.00,         1007.00,         1095.00,         3
34.00,         3617.00,         1796.00,         3
53.00,         3035.00,         555.00,         3
36.00,         887.00,         887.00,         3
46.00,         3776.00,         1732.00,         3
45.00,         810.00,         1400.00,         2
33.00,         1939.00,         651.00,         2
40.00,         1303.00,         1156.00,         2
12.00,         984.00,         1370.00,         2
57.00,         653.00,         1505.00,         2
15.00,         3525.00,         1724.00,         2
62.00,         3166.00,         773.00,         3
60.00,         2975.00,         761.00,         3
1.00,         2178.00,         1430.00,         3
16.00,         3087.00,         862.00,         3
21.00,         3765.00,         1222.00,         3
21.00,         2536.00,         732.00,         3
5.00,         1572.00,         1240.00,         3
5.00,         995.00,         944.00,         3
13.00,         3750.00,         657.00,         3
48.00,         1079.00,         1288.00,         3
10.00,         1249.00,         1452.00,         3
79.00,         3667.00,         755.00,         3
24.00,         1164.00,         738.00,         3
79.00,         3391.00,         914.00,         3
72.00,         661.00,         967.00,         3
43.00,         1473.00,         1876.00,         3
12.00,         2266.00,         1316.00,         3
10.00,         2141.00,         1971.00,         3
77.00,         2935.00,         1932.00,         3
59.00,         3034.00,         1301.00,         3
22.00,         2855.00,         1944.00,         3
9.00,         2678.00,         988.00,         3
43.00,         2223.00,         1667.00,         3
8.00,         2674.00,         1702.00,         3
24.00,         3038.00,         1858.00,         3
60.00,         3476.00,         678.00,         3
7.00,         1327.00,         1498.00,         3
21.00,         1750.00,         1069.00,         3
65.00,         1061.00,         1845.00,         3
18.00,         2301.00,         1218.00,         3
5.00,         2399.00,         1910.00,         3
19.00,         3995.00,         1873.00,         3
67.00,         867.00,         1268.00,         2
6.00,         3845.00,         1033.00,         2
38.00,         1159.00,         1907.00,         2
71.00,         2199.00,         921.00,         3
16.00,         1625.00,         1172.00,         3
40.00,         1243.00,         1415.00,         3
3.00,         1560.00,         1992.00,         3
28.00,         2065.00,         806.00,         3
62.00,         3192.00,         1567.00,         3
30.00,         2837.00,         1793.00,         3
63.00,         3684.00,         1719.00,         3
48.00,         3642.00,         1608.00,         3
77.00,         1888.00,         1735.00,         3
34.00,         950.00,         1983.00,         2
59.00,         1417.00,         823.00,         2
20.00,         3050.00,         1883.00,         2
67.00,         793.00,         1318.00,         2
10.00,         919.00,         680.00,         2
50.00,         967.00,         1254.00,         2
0.00,         2873.00,         1135.00,         2
78.00,         1429.00,         1389.00,         2
43.00,         806.00,         1831.00,         2
27.00,         2955.00,         1259.00,         2
4.00,         2806.00,         1611.00,         2
54.00,         1728.00,         1734.00,         2
64.00,         3535.00,         743.00,         3
67.00,         3332.00,         1590.00,         3
50.00,         2807.00,         1582.00,         3
76.00,         3973.00,         1647.00,         3
58.00,         646.00,         1215.00,         2
0.00,         2814.00,         1485.00,         2
54.00,         1545.00,         1421.00,         2
33.00,         1436.00,         1639.00,         2
1.00,         1414.00,         826.00,         2
39.00,         1782.00,         984.00,         2
56.00,         2367.00,         1564.00,         2
64.00,         3720.00,         835.00,         3
62.00,         3742.00,         1165.00,         3
16.00,         2975.00,         923.00,         3
14.00,         3264.00,         1048.00,         3
5.00,         1277.00,         1780.00,         3
54.00,         3950.00,         1379.00,         3
12.00,         1591.00,         1466.00,         3
49.00,         2773.00,         1592.00,         3
29.00,         3411.00,         1138.00,         3
4.00,         3949.00,         720.00,         3
59.00,         745.00,         1909.00,         2
33.00,         3795.00,         1401.00,         2
75.00,         2771.00,         729.00,         3
57.00,         517.00,         932.00,         3
75.00,         3127.00,         1469.00,         3
61.00,         3375.00,         953.00,         3
54.00,         1990.00,         1120.00,         3
3.00,         2126.00,         920.00,         3
49.00,         2187.00,         1156.00,         3
23.00,         783.00,         812.00,         3
49.00,         2966.00,         1360.00,         3
19.00,         2043.00,         1812.00,         3
53.00,         2767.00,         615.00,         3
51.00,         2316.00,         742.00,         3
24.00,         3783.00,         841.00,         3
18.00,         2711.00,         556.00,         3
67.00,         1252.00,         1165.00,         3
63.00,         3453.00,         1097.00,         3
18.00,         2765.00,         1785.00,         3
2.00,         1719.00,         747.00,         3
28.00,         3233.00,         731.00,         3
53.00,         1232.00,         1296.00,         3
8.00,         1908.00,         1804.00,         3
14.00,         1602.00,         873.00,         3
8.00,         2199.00,         1127.00,         3
25.00,         3917.00,         1750.00,         3
63.00,         1379.00,         500.00,         3
35.00,         3047.00,         1151.00,         3
54.00,         536.00,         1573.00,         2
48.00,         2196.00,         1243.00,         2
54.00,         3140.00,         592.00,         3
17.00,         1728.00,         1890.00,         3
43.00,         2146.00,         1371.00,         3
29.00,         2560.00,         1665.00,         3
19.00,         1466.00,         1893.00,         3
37.00,         3764.00,         1429.00,         3
66.00,         2029.00,         1061.00,         3
25.00,         3895.00,         1638.00,         3
19.00,         1244.00,         1637.00,         3
50.00,         3363.00,         1210.00,         3
45.00,         1071.00,         1641.00,         3
45.00,         1902.00,         1561.00,         3
78.00,         3696.00,         856.00,         3
44.00,         2420.00,         1449.00,         3
13.00,         2978.00,         1801.00,         3
26.00,         1135.00,         869.00,         3
16.00,         2028.00,         801.00,         3
13.00,         2327.00,         1072.00,         3
20.00,         1138.00,         1854.00,         3
41.00,         2183.00,         1878.00,         3
36.00,         2028.00,         1405.00,         3
70.00,         631.00,         536.00,         3
68.00,         1339.00,         1144.00,         3
44.00,         2776.00,         1008.00,         3
7.00,         2888.00,         1767.00,         3
59.00,         1881.00,         1951.00,         3
8.00,         1040.00,         681.00,         3
28.00,         2378.00,         672.00,         3
76.00,         2612.00,         1514.00,         3
44.00,         3847.00,         1578.00,         3
60.00,         3571.00,         708.00,         3
47.00,         1874.00,         1133.00,         3
77.00,         2159.00,         1060.00,         3
5.00,         2948.00,         1038.00,         3
44.00,         2890.00,         1167.00,         3
40.00,         1855.00,         1644.00,         3
68.00,         2262.00,         1649.00,         3
64.00,         2062.00,         744.00,         3
74.00,         1614.00,         1185.00,         3
65.00,         2850.00,         1039.00,         3
60.00,         3812.00,         1430.00,         3
42.00,         1415.00,         1634.00,         3
67.00,         3777.00,         940.00,         3
12.00,         1716.00,         1973.00,         3
8.00,         1719.00,         1629.00,         3
49.00,         2011.00,         993.00,         3
28.00,         2424.00,         1873.00,         3
63.00,         2581.00,         1371.00,         3
42.00,         993.00,         1821.00,         2
35.00,         2784.00,         1713.00,         2
20.00,         1135.00,         844.00,         2
54.00,         1976.00,         1974.00,         2
36.00,         952.00,         1112.00,         2
74.00,         3123.00,         1165.00,         2
54.00,         2850.00,         1971.00,         2
34.00,         2148.00,         750.00,         3
22.00,         1224.00,         533.00,         3
55.00,         972.00,         520.00,         3
69.00,         3108.00,         677.00,         3
37.00,         839.00,         1310.00,         2
76.00,         1568.00,         1760.00,         2
58.00,         2781.00,         590.00,         3
51.00,         2366.00,         772.00,         3
21.00,         3599.00,         752.00,         3
21.00,         2774.00,         1513.00,         3
54.00,         1447.00,         1666.00,         3
70.00,         1546.00,         576.00,         3
2.00,         2715.00,         1133.00,         3
50.00,         2036.00,         1046.00,         3
10.00,         706.00,         1394.00,         2
24.00,         1729.00,         1763.00,         2
30.00,         2945.00,         1588.00,         2
46.00,         2205.00,         1148.00,         2
22.00,         3223.00,         1997.00,         2
58.00,         2883.00,         520.00,         3
40.00,         3303.00,         1214.00,         3
78.00,         3888.00,         805.00,         3
65.00,         1934.00,         1538.00,         3
61.00,         1558.00,         1429.00,         3
30.00,         2893.00,         795.00,         3
25.00,         2480.00,         992.00,         3
52.00,         1549.00,         1448.00,         3
57.00,         3369.00,         1741.00,         3
15.00,         625.00,         1939.00,         2
24.00,         729.00,         1341.00,         2
34.00,         1516.00,         892.00,         2
34.00,         2800.00,         1287.00,         2
52.00,         2224.00,         1848.00,         2
77.00,         2930.00,         966.00,         3
54.00,         2003.00,         1692.00,         3
16.00,         2360.00,         1643.00,         3
59.00,         3494.00,         1488.00,         3
71.00,         961.00,         960.00,         3
29.00,         3619.00,         1780.00,         3
38.00,         818.00,         595.00,         3
52.00,         1616.00,         1538.00,         3
63.00,         655.00,         1132.00,         2
69.00,         2898.00,         1974.00,         2
4.00,         2225.00,         699.00,         3
77.00,         2585.00,         907.00,         3
17.00,         701.00,         809.00,         3
69.00,         2620.00,         668.00,         3
4.00,         2370.00,         509.00,         3
67.00,         1146.00,         1803.00,         3
2.00,         756.00,         1795.00,         2
8.00,         1585.00,         760.00,         2
19.00,         2658.00,         1697.00,         2
79.00,         3014.00,         1387.00,         2
3.00,         2937.00,         1829.00,         2
14.00,         1148.00,         779.00,         2
17.00,         2046.00,         1945.00,         2
61.00,         1414.00,         714.00,         2
8.00,         3889.00,         1626.00,         2
27.00,         2219.00,         1397.00,         2
68.00,         1922.00,         1247.00,         2
59.00,         2652.00,         1552.00,         2
79.00,         3769.00,         1131.00,         2
50.00,         3702.00,         1837.00,         2
38.00,         2078.00,         1799.00,         2
1.00,         3817.00,         1203.00,         2
67.00,         1272.00,         1626.00,         2
9.00,         3177.00,         1460.00,         2
15.00,         2376.00,         1604.00,         2
66.00,         3684.00,         1163.00,         2
70.00,         3992.00,         615.00,         3
14.00,         3173.00,         1906.00,         3
61.00,         3257.00,         1469.00,         3
71.00,         1168.00,         534.00,         3
22.00,         2729.00,         1432.00,         3
9.00,         1645.00,         1967.00,         3
45.00,         3601.00,         1589.00,         3
12.00,         3733.00,         1036.00,         3
34.00,         3839.00,         1484.00,         3
76.00,         3093.00,         795.00,         3
69.00,         1509.00,         603.00,         3
63.00,         2639.00,         1360.00,         3
51.00,         2393.00,         862.00,         3
59.00,         3258.00,         581.00,         3
14.00,         3982.00,         1080.00,         3
52.00,         2688.00,         1946.00,         3
34.00,         2167.00,         867.00,         3
54.00,         2047.00,         919.00,         3
12.00,         1309.00,         640.00,         3
79.00,         2451.00,         1449.00,         3
60.00,         558.00,         568.00,         3
7.00,         2665.00,         984.00,         3
74.00,         2864.00,         1440.00,         3
32.00,         3232.00,         1338.00,         3
11.00,         3844.00,         1132.00,         3
8.00,         3454.00,         722.00,         3
2.00,         1556.00,         1666.00,         3
54.00,         2875.00,         1490.00,         3
10.00,         2060.00,         1178.00,         3
4.00,         3530.00,         1283.00,         3
29.00,         605.00,         503.00,         3
76.00,         3514.00,         1449.00,         3
51.00,         1657.00,         631.00,         3
5.00,         3798.00,         646.00,         3
58.00,         3982.00,         560.00,         3
49.00,         3524.00,         1931.00,         3
59.00,         1324.00,         1162.00,         3
59.00,         1847.00,         1073.00,         3
64.00,         509.00,         1565.00,         2
58.00,         1111.00,         881.00,         2
69.00,         929.00,         678.00,         2
55.00,         2185.00,         1461.00,         2
18.00,         3920.00,         1047.00,         2
40.00,         2296.00,         1245.00,         2
75.00,         1565.00,         1721.00,         2
39.00,         2241.00,         993.00,         3
71.00,         1235.00,         1140.00,         3
9.00,         3614.00,         660.00,         3
59.00,         3227.00,         1681.00,         3
10.00,         3181.00,         874.00,         3
21.00,         3505.00,         1382.00,         3
22.00,         2608.00,         1407.00,         3
4.00,         1162.00,         1988.00,         3
36.00,         538.00,         515.00,         3
22.00,         2430.00,         580.00,         3
77.00,         1580.00,         1354.00,         3
25.00,         1189.00,         1074.00,         3
77.00,         1035.00,         530.00,         3
64.00,         1435.00,         1971.00,         3
16.00,         1843.00,         519.00,         3
15.00,         3775.00,         880.00,         3
15.00,         1602.00,         1429.00,         3
71.00,         1837.00,         1062.00,         3
29.00,         689.00,         940.00,         3
53.00,         634.00,         1732.00,         2
8.00,         3417.00,         830.00,         3
58.00,         2142.00,         1736.00,         3
72.00,         1503.00,         1541.00,         3
42.00,         2417.00,         1740.00,         3
19.00,         3796.00,         710.00,         3
63.00,         1904.00,         783.00,         3
77.00,         845.00,         1104.00,         2
18.00,         3883.00,         1123.00,         2
39.00,         2775.00,         605.00,         3
59.00,         2917.00,         1011.00,         3
39.00,         1955.00,         919.00,         3
32.00,         1128.00,         841.00,         3
39.00,         1773.00,         1449.00,         3
45.00,         2100.00,         872.00,         3
35.00,         2313.00,         728.00,         3
43.00,         3330.00,         817.00,         3
51.00,         1247.00,         556.00,         3
61.00,         3674.00,         638.00,         3
51.00,         2298.00,         1761.00,         3
72.00,         1285.00,         933.00,         3
17.00,         3014.00,         1308.00,         3
32.00,         3040.00,         938.00,         3
35.00,         2777.00,         648.00,         3
41.00,         1233.00,         758.00,         3
59.00,         3785.00,         629.00,         3
8.00,         1114.00,         1805.00,         3
12.00,         3888.00,         771.00,         3
34.00,         3990.00,         1481.00,         3
39.00,         1904.00,         1779.00,         3
50.00,         1029.00,         1163.00,         3
24.00,         1830.00,         1029.00,         3
63.00,         1430.00,         1928.00,         3
33.00,         795.00,         1757.00,         2
59.00,         2469.00,         798.00,         3
70.00,         3682.00,         1819.00,         3
54.00,         1087.00,         932.00,         3
69.00,         3569.00,         886.00,         3
47.00,         3197.00,         1040.00,         3
30.00,         3283.00,         744.00,         3
76.00,         2632.00,         1890.00,         3
3.00,         3497.00,         1555.00,         3
75.00,         886.00,         1503.00,         2
10.00,         2935.00,         1981.00,         2
43.00,         1435.00,         1128.00,         2
64.00,         1386.00,         1097.00,         2
2.00,         3132.00,         1427.00,         2
6.00,         2070.00,         1946.00,         2
51.00,         3513.00,         1243.00,         2
29.00,         2659.00,         1405.00,         2
64.00,         2139.00,         814.00,         3
41.00,         2497.00,         1032.00,         3
24.00,         3434.00,         1641.00,         3
76.00,         1505.00,         744.00,         3
38.00,         1222.00,         1754.00,         3
31.00,         2391.00,         1590.00,         3
49.00,         2362.00,         554.00,         3
13.00,         3826.00,         1518.00,         3
53.00,         3265.00,         1929.00,         3
9.00,         3395.00,         1447.00,         3
30.00,         1083.00,         781.00,         3
32.00,         1115.00,         1804.00,         3
46.00,         1712.00,         1826.00,         3
40.00,         871.00,         1047.00,         2
39.00,         2368.00,         954.00,         3
7.00,         3570.00,         676.00,         3
54.00,         2201.00,         965.00,         3
35.00,         832.00,         852.00,         3
41.00,         2655.00,         1900.00,         3
31.00,         3503.00,         1557.00,         3
60.00,         2629.00,         1314.00,         3
16.00,         957.00,         665.00,         3
15.00,         1850.00,         902.00,         3
73.00,         643.00,         867.00,         3
71.00,         549.00,         1749.00,         2
60.00,         2773.00,         1409.00,         2
10.00,         2078.00,         633.00,         3
64.00,         1168.00,         1939.00,         3
36.00,         2312.00,         1146.00,         3
39.00,         3573.00,         1594.00,         3
38.00,         3242.00,         712.00,         3
71.00,         2514.00,         1499.00,         3
63.00,         2422.00,         1681.00,         3
15.00,         3634.00,         868.00,         3
79.00,         510.00,         1209.00,         2
50.00,         786.00,         813.00,         2
38.00,         3407.00,         530.00,         3
55.00,         2916.00,         1193.00,         3
36.00,         1985.00,         1498.00,         3
10.00,         2523.00,         1214.00,         3
14.00,         3778.00,         1566.00,         3
39.00,         599.00,         1017.00,         2
12.00,         2217.00,         1457.00,         2
75.00,         2209.00,         919.00,         3
1.00,         2647.00,         1633.00,         3
50.00,         1215.00,         1008.00,         3
33.00,         3789.00,         541.00,         3
26.00,         2633.00,         555.00,         3
79.00,         1809.00,         1483.00,         3
55.00,         3722.00,         637.00,         3
60.00,         1558.00,         822.00,         3
22.00,         2223.00,         1534.00,         3
2.00,         3817.00,         1826.00,         3
48.00,         3285.00,         1593.00,         3
59.00,         565.00,         1107.00,         2
24.00,         1709.00,         578.00,         2
31.00,         1817.00,         1161.00,         2
46.00,         1761.00,         1670.00,         2
68.00,         2328.00,         1033.00,         2
53.00,         3349.00,         1934.00,         2
62.00,         3477.00,         1267.00,         2
63.00,         3313.00,         1937.00,         2
46.00,         983.00,         1109.00,         2
67.00,         1691.00,         1418.00,         2
78.00,         1716.00,         1960.00,         2
44.00,         3702.00,         879.00,         3
48.00,         1362.00,         747.00,         3
53.00,         831.00,         1615.00,         2
6.00,         3652.00,         1876.00,         2
64.00,         3011.00,         1923.00,         2
69.00,         1672.00,         1623.00,         2
5.00,         2283.00,         870.00,         3
6.00,         3839.00,         1054.00,         3
30.00,         2203.00,         619.00,         3
58.00,         3579.00,         1335.00,         3
43.00,         710.00,         840.00,         3
17.00,         2428.00,         636.00,         3
76.00,         3422.00,         994.00,         3
32.00,         2158.00,         1554.00,         3
4.00,         2904.00,         1947.00,         3
36.00,         2222.00,         810.00,         3
31.00,         1894.00,         1083.00,         3
69.00,         2530.00,         1887.00,         3
32.00,         1232.00,         1530.00,         3
39.00,         2952.00,         959.00,         3
25.00,         3489.00,         1630.00,         3
46.00,         2767.00,         1708.00,         3
72.00,         3901.00,         1535.00,         3
71.00,         3064.00,         949.00,         3
47.00,         2075.00,         1845.00,         3
74.00,         2562.00,         1483.00,         3
42.00,         3804.00,         1619.00,         3
27.00,         3834.00,         859.00,         3
27.00,         3840.00,         1517.00,         3
68.00,         527.00,         789.00,         3
21.00,         3916.00,         1306.00,         3
16.00,         2170.00,         1292.00,         3
33.00,         1462.00,         566.00,         3
26.00,         3886.00,         1713.00,         3
36.00,         1247.00,         1305.00,         3
78.00,         3118.00,         550.00,         3
64.00,         2348.00,         1001.00,         3
55.00,         3839.00,         1114.00,         3
5.00,         798.00,         1537.00,         2
50.00,         712.00,         789.00,         2
44.00,         1791.00,         1420.00,         2
27.00,         2871.00,         651.00,         3
2.00,         1423.00,         1926.00,         3
14.00,         2526.00,         1171.00,         3
30.00,         1192.00,         630.00,         3
29.00,         1592.00,         793.00,         3
2.00,         3581.00,         617.00,         3
36.00,         1752.00,         1658.00,         3
3.00,         1509.00,         1555.00,         3
21.00,         2867.00,         1496.00,         3
42.00,         3971.00,         1812.00,         3
26.00,         3924.00,         1210.00,         3
65.00,         834.00,         995.00,         3
77.00,         2957.00,         1429.00,         3
50.00,         2935.00,         627.00,         3
15.00,         3058.00,         832.00,         3
64.00,         2120.00,         1526.00,         3
76.00,         3614.00,         1501.00,         3
77.00,         792.00,         866.00,         3
7.00,         942.00,         1466.00,         2
19.00,         2619.00,         1173.00,         2
36.00,         3649.00,         1517.00,         2
31.00,         3404.00,         1537.00,         2
64.00,         2816.00,         1958.00,         2
32.00,         2392.00,         1234.00,         2
59.00,         1256.00,         620.00,         2
62.00,         2415.00,         1926.00,         2
18.00,         3507.00,         1819.00,         2
49.00,         3705.00,         1628.00,         2
62.00,         3708.00,         559.00,         3
59.00,         2733.00,         842.00,         3
37.00,         1218.00,         607.00,         3
22.00,         2588.00,         1381.00,         3
28.00,         3138.00,         1403.00,         3
57.00,         3140.00,         1104.00,         3
67.00,         3669.00,         1516.00,         3
31.00,         2944.00,         1505.00,         3
45.00,         1250.00,         1015.00,         3
79.00,         1704.00,         952.00,         3
19.00,         620.00,         1633.00,         2
25.00,         659.00,         627.00,         2
17.00,         3258.00,         1860.00,         2
15.00,         775.00,         1880.00,         2
45.00,         2309.00,         1279.00,         2
26.00,         719.00,         1903.00,         2
20.00,         2584.00,         1440.00,         2
7.00,         3739.00,         826.00,         3
